id,obligation_id,title,jurisdiction_level,jurisdiction,state,county,city,category,date,frequency,notes,sources,created_at,updated_at
4234,"la-tangipahoa,-louisiana-business-license","Tangipahoa, Louisiana County Business License",county,Tangipahoa,LA,Tangipahoa,,Business License,2025-12-31,annual,"Business license renewal for Tangipahoa, Louisiana County, LA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4235,"la-tangipahoa,-louisiana-property-tax","Tangipahoa, Louisiana County Property Tax",county,Tangipahoa,LA,Tangipahoa,,Property Tax,2025-12-31,annual,"Property tax assessment for Tangipahoa, Louisiana County, LA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5552,"nm-taos,-new-mexico-business-license","Taos, New Mexico County Business License",county,Taos,NM,Taos,,Business License,2025-12-31,annual,"Business license renewal for Taos, New Mexico County, NM",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5553,"nm-taos,-new-mexico-property-tax","Taos, New Mexico County Property Tax",county,Taos,NM,Taos,,Property Tax,2025-12-31,annual,"Property tax assessment for Taos, New Mexico County, NM",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7388,"tx-tarrant,-texas-business-license","Tarrant, Texas County Business License",county,Tarrant,TX,Tarrant,,Business License,2025-12-31,annual,"Business license renewal for Tarrant, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7389,"tx-tarrant,-texas-property-tax","Tarrant, Texas County Property Tax",county,Tarrant,TX,Tarrant,,Property Tax,2025-12-31,annual,"Property tax assessment for Tarrant, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4842,"ms-tate,-mississippi-business-license","Tate, Mississippi County Business License",county,Tate,MS,Tate,,Business License,2025-12-31,annual,"Business license renewal for Tate, Mississippi County, MS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4843,"ms-tate,-mississippi-property-tax","Tate, Mississippi County Property Tax",county,Tate,MS,Tate,,Property Tax,2025-12-31,annual,"Property tax assessment for Tate, Mississippi County, MS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2940,"ga-tattnall,-georgia-business-license","Tattnall, Georgia County Business License",county,Tattnall,GA,Tattnall,,Business License,2025-12-31,annual,"Business license renewal for Tattnall, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2941,"ga-tattnall,-georgia-property-tax","Tattnall, Georgia County Property Tax",county,Tattnall,GA,Tattnall,,Property Tax,2025-12-31,annual,"Property tax assessment for Tattnall, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2666,"fl-taylor,-florida-business-license","Taylor, Florida County Business License",county,Taylor,FL,Taylor,,Business License,2025-12-31,annual,"Business license renewal for Taylor, Florida County, FL",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2667,"fl-taylor,-florida-property-tax","Taylor, Florida County Property Tax",county,Taylor,FL,Taylor,,Property Tax,2025-12-31,annual,"Property tax assessment for Taylor, Florida County, FL",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2942,"ga-taylor,-georgia-business-license","Taylor, Georgia County Business License",county,Taylor,GA,Taylor,,Business License,2025-12-31,annual,"Business license renewal for Taylor, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2943,"ga-taylor,-georgia-property-tax","Taylor, Georgia County Property Tax",county,Taylor,GA,Taylor,,Property Tax,2025-12-31,annual,"Property tax assessment for Taylor, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3654,"ia-taylor,-iowa-business-license","Taylor, Iowa County Business License",county,Taylor,IA,Taylor,,Business License,2025-12-31,annual,"Business license renewal for Taylor, Iowa County, IA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3655,"ia-taylor,-iowa-property-tax","Taylor, Iowa County Property Tax",county,Taylor,IA,Taylor,,Property Tax,2025-12-31,annual,"Property tax assessment for Taylor, Iowa County, IA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4106,"ky-taylor,-kentucky-business-license","Taylor, Kentucky County Business License",county,Taylor,KY,Taylor,,Business License,2025-12-31,annual,"Business license renewal for Taylor, Kentucky County, KY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4107,"ky-taylor,-kentucky-property-tax","Taylor, Kentucky County Property Tax",county,Taylor,KY,Taylor,,Property Tax,2025-12-31,annual,"Property tax assessment for Taylor, Kentucky County, KY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7390,"tx-taylor,-texas-business-license","Taylor, Texas County Business License",county,Taylor,TX,Taylor,,Business License,2025-12-31,annual,"Business license renewal for Taylor, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7391,"tx-taylor,-texas-property-tax","Taylor, Texas County Property Tax",county,Taylor,TX,Taylor,,Property Tax,2025-12-31,annual,"Property tax assessment for Taylor, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7978,"wv-taylor,-west-virginia-business-license","Taylor, West Virginia County Business License",county,Taylor,WV,Taylor,,Business License,2025-12-31,annual,"Business license renewal for Taylor, West Virginia County, WV",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7979,"wv-taylor,-west-virginia-property-tax","Taylor, West Virginia County Property Tax",county,Taylor,WV,Taylor,,Property Tax,2025-12-31,annual,"Property tax assessment for Taylor, West Virginia County, WV",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
8118,"wi-taylor,-wisconsin-business-license","Taylor, Wisconsin County Business License",county,Taylor,WI,Taylor,,Business License,2025-12-31,annual,"Business license renewal for Taylor, Wisconsin County, WI",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
8119,"wi-taylor,-wisconsin-property-tax","Taylor, Wisconsin County Property Tax",county,Taylor,WI,Taylor,,Property Tax,2025-12-31,annual,"Property tax assessment for Taylor, Wisconsin County, WI",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3272,"il-tazewell,-illinois-business-license","Tazewell, Illinois County Business License",county,Tazewell,IL,Tazewell,,Business License,2025-12-31,annual,"Business license renewal for Tazewell, Illinois County, IL",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3273,"il-tazewell,-illinois-property-tax","Tazewell, Illinois County Property Tax",county,Tazewell,IL,Tazewell,,Property Tax,2025-12-31,annual,"Property tax assessment for Tazewell, Illinois County, IL",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7720,"va-tazewell,-virginia-business-license","Tazewell, Virginia County Business License",county,Tazewell,VA,Tazewell,,Business License,2025-12-31,annual,"Business license renewal for Tazewell, Virginia County, VA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7721,"va-tazewell,-virginia-property-tax","Tazewell, Virginia County Property Tax",county,Tazewell,VA,Tazewell,,Property Tax,2025-12-31,annual,"Property tax assessment for Tazewell, Virginia County, VA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2380,"ca-tehama,-california-business-license","Tehama, California County Business License",county,Tehama,CA,Tehama,,Business License,2025-12-31,annual,"Business license renewal for Tehama, California County, CA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2381,"ca-tehama,-california-property-tax","Tehama, California County Property Tax",county,Tehama,CA,Tehama,,Property Tax,2025-12-31,annual,"Property tax assessment for Tehama, California County, CA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2944,"ga-telfair,-georgia-business-license","Telfair, Georgia County Business License",county,Telfair,GA,Telfair,,Business License,2025-12-31,annual,"Business license renewal for Telfair, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4109,"ky-todd,-kentucky-property-tax","Todd, Kentucky County Property Tax",county,Todd,KY,Todd,,Property Tax,2025-12-31,annual,"Property tax assessment for Todd, Kentucky County, KY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2945,"ga-telfair,-georgia-property-tax","Telfair, Georgia County Property Tax",county,Telfair,GA,Telfair,,Property Tax,2025-12-31,annual,"Property tax assessment for Telfair, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2514,"co-teller,-colorado-business-license","Teller, Colorado County Business License",county,Teller,CO,Teller,,Business License,2025-12-31,annual,"Business license renewal for Teller, Colorado County, CO",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2515,"co-teller,-colorado-property-tax","Teller, Colorado County Property Tax",county,Teller,CO,Teller,,Property Tax,2025-12-31,annual,"Property tax assessment for Teller, Colorado County, CO",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4236,"la-tensas,-louisiana-business-license","Tensas, Louisiana County Business License",county,Tensas,LA,Tensas,,Business License,2025-12-31,annual,"Business license renewal for Tensas, Louisiana County, LA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4237,"la-tensas,-louisiana-property-tax","Tensas, Louisiana County Property Tax",county,Tensas,LA,Tensas,,Property Tax,2025-12-31,annual,"Property tax assessment for Tensas, Louisiana County, LA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4238,"la-terrebonne,-louisiana-business-license","Terrebonne, Louisiana County Business License",county,Terrebonne,LA,Terrebonne,,Business License,2025-12-31,annual,"Business license renewal for Terrebonne, Louisiana County, LA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4239,"la-terrebonne,-louisiana-property-tax","Terrebonne, Louisiana County Property Tax",county,Terrebonne,LA,Terrebonne,,Property Tax,2025-12-31,annual,"Property tax assessment for Terrebonne, Louisiana County, LA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2946,"ga-terrell,-georgia-business-license","Terrell, Georgia County Business License",county,Terrell,GA,Terrell,,Business License,2025-12-31,annual,"Business license renewal for Terrell, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2947,"ga-terrell,-georgia-property-tax","Terrell, Georgia County Property Tax",county,Terrell,GA,Terrell,,Property Tax,2025-12-31,annual,"Property tax assessment for Terrell, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7392,"tx-terrell,-texas-business-license","Terrell, Texas County Business License",county,Terrell,TX,Terrell,,Business License,2025-12-31,annual,"Business license renewal for Terrell, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7393,"tx-terrell,-texas-property-tax","Terrell, Texas County Property Tax",county,Terrell,TX,Terrell,,Property Tax,2025-12-31,annual,"Property tax assessment for Terrell, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7394,"tx-terry,-texas-business-license","Terry, Texas County Business License",county,Terry,TX,Terry,,Business License,2025-12-31,annual,"Business license renewal for Terry, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7395,"tx-terry,-texas-property-tax","Terry, Texas County Property Tax",county,Terry,TX,Terry,,Property Tax,2025-12-31,annual,"Property tax assessment for Terry, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3086,"id-teton,-idaho-business-license","Teton, Idaho County Business License",county,Teton,ID,Teton,,Business License,2025-12-31,annual,"Business license renewal for Teton, Idaho County, ID",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3087,"id-teton,-idaho-property-tax","Teton, Idaho County Property Tax",county,Teton,ID,Teton,,Property Tax,2025-12-31,annual,"Property tax assessment for Teton, Idaho County, ID",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5198,"mt-teton,-montana-business-license","Teton, Montana County Business License",county,Teton,MT,Teton,,Business License,2025-12-31,annual,"Business license renewal for Teton, Montana County, MT",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5199,"mt-teton,-montana-property-tax","Teton, Montana County Property Tax",county,Teton,MT,Teton,,Property Tax,2025-12-31,annual,"Property tax assessment for Teton, Montana County, MT",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
8180,"wy-teton,-wyoming-business-license","Teton, Wyoming County Business License",county,Teton,WY,Teton,,Business License,2025-12-31,annual,"Business license renewal for Teton, Wyoming County, WY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
8181,"wy-teton,-wyoming-property-tax","Teton, Wyoming County Property Tax",county,Teton,WY,Teton,,Property Tax,2025-12-31,annual,"Property tax assessment for Teton, Wyoming County, WY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5082,"mo-texas,-missouri-business-license","Texas, Missouri County Business License",county,Texas,MO,Texas,,Business License,2025-12-31,annual,"Business license renewal for Texas, Missouri County, MO",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5083,"mo-texas,-missouri-property-tax","Texas, Missouri County Property Tax",county,Texas,MO,Texas,,Property Tax,2025-12-31,annual,"Property tax assessment for Texas, Missouri County, MO",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6304,"ok-texas,-oklahoma-business-license","Texas, Oklahoma County Business License",county,Texas,OK,Texas,,Business License,2025-12-31,annual,"Business license renewal for Texas, Oklahoma County, OK",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6305,"ok-texas,-oklahoma-property-tax","Texas, Oklahoma County Property Tax",county,Texas,OK,Texas,,Property Tax,2025-12-31,annual,"Property tax assessment for Texas, Oklahoma County, OK",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5380,"ne-thayer,-nebraska-business-license","Thayer, Nebraska County Business License",county,Thayer,NE,Thayer,,Business License,2025-12-31,annual,"Business license renewal for Thayer, Nebraska County, NE",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5381,"ne-thayer,-nebraska-property-tax","Thayer, Nebraska County Property Tax",county,Thayer,NE,Thayer,,Property Tax,2025-12-31,annual,"Property tax assessment for Thayer, Nebraska County, NE",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2948,"ga-thomas,-georgia-business-license","Thomas, Georgia County Business License",county,Thomas,GA,Thomas,,Business License,2025-12-31,annual,"Business license renewal for Thomas, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2949,"ga-thomas,-georgia-property-tax","Thomas, Georgia County Property Tax",county,Thomas,GA,Thomas,,Property Tax,2025-12-31,annual,"Property tax assessment for Thomas, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3872,"ks-thomas,-kansas-business-license","Thomas, Kansas County Business License",county,Thomas,KS,Thomas,,Business License,2025-12-31,annual,"Business license renewal for Thomas, Kansas County, KS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3873,"ks-thomas,-kansas-property-tax","Thomas, Kansas County Property Tax",county,Thomas,KS,Thomas,,Property Tax,2025-12-31,annual,"Property tax assessment for Thomas, Kansas County, KS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5382,"ne-thomas,-nebraska-business-license","Thomas, Nebraska County Business License",county,Thomas,NE,Thomas,,Business License,2025-12-31,annual,"Business license renewal for Thomas, Nebraska County, NE",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7396,"tx-throckmorton,-texas-business-license","Throckmorton, Texas County Business License",county,Throckmorton,TX,Throckmorton,,Business License,2025-12-31,annual,"Business license renewal for Throckmorton, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7397,"tx-throckmorton,-texas-property-tax","Throckmorton, Texas County Property Tax",county,Throckmorton,TX,Throckmorton,,Property Tax,2025-12-31,annual,"Property tax assessment for Throckmorton, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5384,"ne-thurston,-nebraska-business-license","Thurston, Nebraska County Business License",county,Thurston,NE,Thurston,,Business License,2025-12-31,annual,"Business license renewal for Thurston, Nebraska County, NE",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5385,"ne-thurston,-nebraska-property-tax","Thurston, Nebraska County Property Tax",county,Thurston,NE,Thurston,,Property Tax,2025-12-31,annual,"Property tax assessment for Thurston, Nebraska County, NE",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7876,"wa-thurston,-washington-business-license","Thurston, Washington County Business License",county,Thurston,WA,Thurston,,Business License,2025-12-31,annual,"Business license renewal for Thurston, Washington County, WA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7877,"wa-thurston,-washington-property-tax","Thurston, Washington County Property Tax",county,Thurston,WA,Thurston,,Property Tax,2025-12-31,annual,"Property tax assessment for Thurston, Washington County, WA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2950,"ga-tift,-georgia-business-license","Tift, Georgia County Business License",county,Tift,GA,Tift,,Business License,2025-12-31,annual,"Business license renewal for Tift, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2951,"ga-tift,-georgia-property-tax","Tift, Georgia County Property Tax",county,Tift,GA,Tift,,Property Tax,2025-12-31,annual,"Property tax assessment for Tift, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6376,"or-tillamook,-oregon-business-license","Tillamook, Oregon County Business License",county,Tillamook,OR,Tillamook,,Business License,2025-12-31,annual,"Business license renewal for Tillamook, Oregon County, OR",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6377,"or-tillamook,-oregon-property-tax","Tillamook, Oregon County Property Tax",county,Tillamook,OR,Tillamook,,Property Tax,2025-12-31,annual,"Property tax assessment for Tillamook, Oregon County, OR",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6306,"ok-tillman,-oklahoma-business-license","Tillman, Oklahoma County Business License",county,Tillman,OK,Tillman,,Business License,2025-12-31,annual,"Business license renewal for Tillman, Oklahoma County, OK",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6307,"ok-tillman,-oklahoma-property-tax","Tillman, Oklahoma County Property Tax",county,Tillman,OK,Tillman,,Property Tax,2025-12-31,annual,"Property tax assessment for Tillman, Oklahoma County, OK",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5666,"ny-tioga,-new-york-business-license","Tioga, New York County Business License",county,Tioga,NY,Tioga,,Business License,2025-12-31,annual,"Business license renewal for Tioga, New York County, NY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5667,"ny-tioga,-new-york-property-tax","Tioga, New York County Property Tax",county,Tioga,NY,Tioga,,Property Tax,2025-12-31,annual,"Property tax assessment for Tioga, New York County, NY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6508,"pa-tioga,-pennsylvania-business-license","Tioga, Pennsylvania County Business License",county,Tioga,PA,Tioga,,Business License,2025-12-31,annual,"Business license renewal for Tioga, Pennsylvania County, PA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6509,"pa-tioga,-pennsylvania-property-tax","Tioga, Pennsylvania County Property Tax",county,Tioga,PA,Tioga,,Property Tax,2025-12-31,annual,"Property tax assessment for Tioga, Pennsylvania County, PA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4844,"ms-tippah,-mississippi-business-license","Tippah, Mississippi County Business License",county,Tippah,MS,Tippah,,Business License,2025-12-31,annual,"Business license renewal for Tippah, Mississippi County, MS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4845,"ms-tippah,-mississippi-property-tax","Tippah, Mississippi County Property Tax",county,Tippah,MS,Tippah,,Property Tax,2025-12-31,annual,"Property tax assessment for Tippah, Mississippi County, MS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3454,"in-tippecanoe,-indiana-business-license","Tippecanoe, Indiana County Business License",county,Tippecanoe,IN,Tippecanoe,,Business License,2025-12-31,annual,"Business license renewal for Tippecanoe, Indiana County, IN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3455,"in-tippecanoe,-indiana-property-tax","Tippecanoe, Indiana County Property Tax",county,Tippecanoe,IN,Tippecanoe,,Property Tax,2025-12-31,annual,"Property tax assessment for Tippecanoe, Indiana County, IN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3456,"in-tipton,-indiana-business-license","Tipton, Indiana County Business License",county,Tipton,IN,Tipton,,Business License,2025-12-31,annual,"Business license renewal for Tipton, Indiana County, IN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3457,"in-tipton,-indiana-property-tax","Tipton, Indiana County Property Tax",county,Tipton,IN,Tipton,,Property Tax,2025-12-31,annual,"Property tax assessment for Tipton, Indiana County, IN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6926,"tn-tipton,-tennessee-business-license","Tipton, Tennessee County Business License",county,Tipton,TN,Tipton,,Business License,2025-12-31,annual,"Business license renewal for Tipton, Tennessee County, TN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6927,"tn-tipton,-tennessee-property-tax","Tipton, Tennessee County Property Tax",county,Tipton,TN,Tipton,,Property Tax,2025-12-31,annual,"Property tax assessment for Tipton, Tennessee County, TN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4846,"ms-tishomingo,-mississippi-business-license","Tishomingo, Mississippi County Business License",county,Tishomingo,MS,Tishomingo,,Business License,2025-12-31,annual,"Business license renewal for Tishomingo, Mississippi County, MS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4847,"ms-tishomingo,-mississippi-property-tax","Tishomingo, Mississippi County Property Tax",county,Tishomingo,MS,Tishomingo,,Property Tax,2025-12-31,annual,"Property tax assessment for Tishomingo, Mississippi County, MS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7398,"tx-titus,-texas-business-license","Titus, Texas County Business License",county,Titus,TX,Titus,,Business License,2025-12-31,annual,"Business license renewal for Titus, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7399,"tx-titus,-texas-property-tax","Titus, Texas County Property Tax",county,Titus,TX,Titus,,Property Tax,2025-12-31,annual,"Property tax assessment for Titus, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4108,"ky-todd,-kentucky-business-license","Todd, Kentucky County Business License",county,Todd,KY,Todd,,Business License,2025-12-31,annual,"Business license renewal for Todd, Kentucky County, KY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4684,"mn-todd,-minnesota-business-license","Todd, Minnesota County Business License",county,Todd,MN,Todd,,Business License,2025-12-31,annual,"Business license renewal for Todd, Minnesota County, MN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4685,"mn-todd,-minnesota-property-tax","Todd, Minnesota County Property Tax",county,Todd,MN,Todd,,Property Tax,2025-12-31,annual,"Property tax assessment for Todd, Minnesota County, MN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6746,"sd-todd,-south-dakota-business-license","Todd, South Dakota County Business License",county,Todd,SD,Todd,,Business License,2025-12-31,annual,"Business license renewal for Todd, South Dakota County, SD",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6747,"sd-todd,-south-dakota-property-tax","Todd, South Dakota County Property Tax",county,Todd,SD,Todd,,Property Tax,2025-12-31,annual,"Property tax assessment for Todd, South Dakota County, SD",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2534,"ct-tolland,-connecticut-business-license","Tolland, Connecticut County Business License",county,Tolland,CT,Tolland,,Business License,2025-12-31,annual,"Business license renewal for Tolland, Connecticut County, CT",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2535,"ct-tolland,-connecticut-property-tax","Tolland, Connecticut County Property Tax",county,Tolland,CT,Tolland,,Property Tax,2025-12-31,annual,"Property tax assessment for Tolland, Connecticut County, CT",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7400,"tx-tom-green,-texas-business-license","Tom Green, Texas County Business License",county,Tom Green,TX,Tom Green,,Business License,2025-12-31,annual,"Business license renewal for Tom Green, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7401,"tx-tom-green,-texas-property-tax","Tom Green, Texas County Property Tax",county,Tom Green,TX,Tom Green,,Property Tax,2025-12-31,annual,"Property tax assessment for Tom Green, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5668,"ny-tompkins,-new-york-business-license","Tompkins, New York County Business License",county,Tompkins,NY,Tompkins,,Business License,2025-12-31,annual,"Business license renewal for Tompkins, New York County, NY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5669,"ny-tompkins,-new-york-property-tax","Tompkins, New York County Property Tax",county,Tompkins,NY,Tompkins,,Property Tax,2025-12-31,annual,"Property tax assessment for Tompkins, New York County, NY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7502,"ut-tooele,-utah-business-license","Tooele, Utah County Business License",county,Tooele,UT,Tooele,,Business License,2025-12-31,annual,"Business license renewal for Tooele, Utah County, UT",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7503,"ut-tooele,-utah-property-tax","Tooele, Utah County Property Tax",county,Tooele,UT,Tooele,,Property Tax,2025-12-31,annual,"Property tax assessment for Tooele, Utah County, UT",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5200,"mt-toole,-montana-business-license","Toole, Montana County Business License",county,Toole,MT,Toole,,Business License,2025-12-31,annual,"Business license renewal for Toole, Montana County, MT",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5201,"mt-toole,-montana-property-tax","Toole, Montana County Property Tax",county,Toole,MT,Toole,,Property Tax,2025-12-31,annual,"Property tax assessment for Toole, Montana County, MT",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2952,"ga-toombs,-georgia-business-license","Toombs, Georgia County Business License",county,Toombs,GA,Toombs,,Business License,2025-12-31,annual,"Business license renewal for Toombs, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2953,"ga-toombs,-georgia-property-tax","Toombs, Georgia County Property Tax",county,Toombs,GA,Toombs,,Property Tax,2025-12-31,annual,"Property tax assessment for Toombs, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5554,"nm-torrance,-new-mexico-business-license","Torrance, New Mexico County Business License",county,Torrance,NM,Torrance,,Business License,2025-12-31,annual,"Business license renewal for Torrance, New Mexico County, NM",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5555,"nm-torrance,-new-mexico-property-tax","Torrance, New Mexico County Property Tax",county,Torrance,NM,Torrance,,Property Tax,2025-12-31,annual,"Property tax assessment for Torrance, New Mexico County, NM",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5978,"nd-towner,-north-dakota-business-license","Towner, North Dakota County Business License",county,Towner,ND,Towner,,Business License,2025-12-31,annual,"Business license renewal for Towner, North Dakota County, ND",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5979,"nd-towner,-north-dakota-property-tax","Towner, North Dakota County Property Tax",county,Towner,ND,Towner,,Property Tax,2025-12-31,annual,"Property tax assessment for Towner, North Dakota County, ND",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2954,"ga-towns,-georgia-business-license","Towns, Georgia County Business License",county,Towns,GA,Towns,,Business License,2025-12-31,annual,"Business license renewal for Towns, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
